EmpID,StartDate,ExitDate,JobFamily,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,DivisionGroup,DOB,Region,JobFunctionGroup,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,IsActive,Age,TenureDays,SeniorityLevel
1197,2020-06-13,,Production,Anthony Cross,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Safety & Compliance,1958,Northeast,Admin & Support,Female,38009,Hispanic,Divorced,Fully Meets,3,True,67.05270362765229,1844,Entry
1198,2019-01-22,,Production,Daniel Blackburn,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,61843,Asian,Married,Fully Meets,3,True,,2352,Entry
1199,2020-12-12,,Production,Richard Graves,PL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,75258,White,Widowed,Fully Meets,3,True,,1662,Entry
1200,2022-04-27,,Production,Sheryl Scott,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General Operations,1977,Northeast,Labor & Site Work,Female,62616,Other,Married,Fully Meets,3,True,47.72895277207392,1161,Entry
1201,2022-04-11,2022-09-26,Production,Robert Hill,CCDR,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Information race relate rich poor already make.,Production       ,General Operations,,Northeast,Labor & Site Work,Male,53450,Other,Divorced,Fully Meets,3,False,,168,Entry
1202,2022-09-01,2022-12-02,Production,Emily Rogers,SVG,Voluntarily Terminated,Contract,Zone B,Temporary,Voluntary,Tough that inside relate hundred leave.,Production       ,Field Engineering / Operations,,Northeast,Admin & Support,Male,9799,White,Widowed,Fully Meets,3,False,,92,Entry
1203,2018-09-08,,Production,Jasmine Johnson,EW,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Engineering,Male,14153,White,Divorced,Fully Meets,3,True,,2488,Entry
1204,2022-11-24,2023-08-05,Production,Melissa Tucker,MSC,Active,Full-Time,Zone B,Temporary,Voluntary,Attention summer we. Suffer impact imagine we.,Production       ,General Operations,,Northeast,Executive & Leadership,Male,76112,White,Married,Fully Meets,3,False,,254,Entry
1205,2020-07-23,,Production,Timothy Higgins,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Logistics / Maintenance,1956,Northeast,Maintenance & Logistics,Female,73101,Hispanic,Single,Fully Meets,3,True,69.15811088295688,1804,Entry
1206,2018-12-28,2023-05-15,Production,Richard Scott,PYZ,Active,Part-Time,Zone C,Part-Time,Voluntary,Various step without couple within at gun.,Production       ,Field Engineering / Operations,,Northeast,Engineering,Female,82378,White,Divorced,Fully Meets,3,False,,1599,Entry
1207,2019-10-01,,Production,Hunter Hill,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1956,Northeast,Labor & Site Work,Female,63878,White,Divorced,Fully Meets,3,True,68.9801505817933,2100,Entry
1208,2019-08-17,2019-10-25,Production,Melissa Greene,NEL,Active,Contract,Zone A,Part-Time,Retirement,Decision example see low someone. Ball week that.,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,59862,Black,Single,Fully Meets,3,False,,69,Manager
1209,2023-05-31,,Production,Edwin Guerrero,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,1999,Northeast,Project / Site Management,Female,23252,Other,Married,Fully Meets,3,True,26.07529089664613,762,Manager
1210,2020-12-08,2023-06-10,Production,Ann Collins,BPC,Active,Full-Time,Zone B,Part-Time,Involuntary,Carry parent fight style series challenge.,Production       ,Field Engineering / Operations,,Northeast,Other,Female,91039,Asian,Divorced,Fully Meets,3,False,,914,Manager
1211,2018-11-05,2023-03-23,Production,John Miles,CCDR,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Voluntary,Community probably bad day food place which loss.,Production       ,Field Engineering / Operations,1981,Northeast,Other,Male,37834,Other,Widowed,Fully Meets,3,False,43.553730321697465,1599,Mid
1212,2020-08-26,2023-04-05,Production,Kevin Mendez,EW,Voluntarily Terminated,Contract,Zone C,Full-Time,Voluntary,Start debate hot fact keep return.,Production       ,Field Engineering / Operations,,Northeast,Project / Site Management,Female,46678,Hispanic,Single,Fully Meets,3,False,,952,Mid
1213,2020-02-23,,Production,Joe Miller,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Project Management,,Northeast,Project / Site Management,Female,41849,White,Married,Fully Meets,3,True,,1955,Mid
1214,2022-02-12,,Production,Joshua Barnes,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Other,Female,16422,Asian,Divorced,Fully Meets,3,True,,1235,Mid
1215,2020-02-13,,Production,Daniel Benson,PL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,79625,Asian,Widowed,Fully Meets,3,True,,1965,Mid
1216,2023-02-15,2023-03-09,Production,Andrea Smith,PYZ,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Voluntary,Rock stage better east bad view.,Production       ,General Operations,,Northeast,Field Operations,Female,11159,Black,Single,Fully Meets,3,False,,22,Entry
1217,2019-12-03,2021-08-31,Production,Joshua Johns,SVG,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,First choose again themselves thing however.,Production       ,Field Engineering / Operations,,Northeast,Executive & Leadership,Male,52300,Asian,Single,Fully Meets,3,False,,637,Entry
1218,2018-12-31,,Production,Robert Watts,WBL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General Operations,,Northeast,Other,Female,32620,Black,Married,Fully Meets,3,True,,2374,Entry
1219,2020-01-16,2021-02-09,Production,Kelly Tate,BPC,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Voluntary,Develop think capital player campaign prepare.,Production       ,Field Engineering / Operations,1974,Northeast,Engineering,Female,83986,Hispanic,Married,Fully Meets,3,False,51.38945927446954,390,Entry
1220,2018-11-20,2020-02-09,Production,Terry Flores,CCDR,Voluntarily Terminated,Full-Time,Zone C,Temporary,Voluntary,Center positive their garden industry.,Production       ,Executive,,Northeast,Executive & Leadership,Female,89298,Asian,Single,Fully Meets,3,False,,446,Entry
1221,2022-11-11,2023-07-03,Production,Leslie Davis,EW,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Deep sea improve miss they nearly measure.,Production       ,Logistics / Maintenance,1967,Northeast,Project / Site Management,Female,91837,Asian,Single,Fully Meets,3,False,58.22861054072553,234,Entry
1222,2020-12-18,2021-07-23,Production,Sarah Williams,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Improve sea attention baby local ahead.,Production       ,HR / People Services,,Northeast,HR / Talent,Female,31362,Asian,Widowed,Fully Meets,3,False,,217,Entry
1223,2021-01-26,,Production,Luke Miller,NEL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,,Northeast,Engineering,Female,3274,Asian,Widowed,Fully Meets,3,True,,1617,Entry
1224,2021-11-26,2022-05-24,Production,Jeremiah Smith,PL,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Retirement,Recently business give.,Production       ,Field Engineering / Operations,,Northeast,Admin & Support,Male,71373,Hispanic,Married,Fully Meets,3,False,,179,Entry
1225,2023-05-15,,Production,Krista Smith,PYZ,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Finance,,Northeast,Finance & Analysis,Male,66660,Asian,Married,Fully Meets,3,True,,778,Entry
1226,2023-06-20,,Production,Eric Greer,SVG,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Field Operations,Male,26821,Other,Divorced,Fully Meets,3,True,,742,Entry
1227,2019-08-22,2022-06-06,Production,Hannah Davis,TNS,Active,Part-Time,Zone C,Part-Time,Voluntary,Relate size according two board.,Production       ,Consulting / Client Delivery,,Northeast,Engineering,Female,89365,Other,Divorced,Fully Meets,3,False,,1019,Entry
1228,2021-08-30,,Production,Anthony Murray,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1994,Northeast,Engineering,Female,88976,Other,Widowed,Fully Meets,3,True,30.57905544147844,1401,Entry
1229,2020-01-27,,Production,Michael Torres,BPC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Field Operations,Female,43853,Black,Single,Fully Meets,3,True,,1982,Entry
1230,2022-03-04,,Production,Claire Baker,CCDR,Active,Contract,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,19697,Hispanic,Widowed,Fully Meets,3,True,,1215,Entry
1231,2020-03-07,,Production,Michael Garcia,EW,Active,Contract,Zone B,Temporary,Unk,,Production       ,Other,1994,Northeast,Labor & Site Work,Female,50000,Black,Married,Fully Meets,3,True,30.74332648870637,1942,Manager
1232,2020-03-19,,Production,Mrs. Leslie Simmons,MSC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,HR / People Services,,Northeast,Admin & Support,Female,35033,Other,Single,Fully Meets,3,True,,1930,Manager
1233,2022-07-23,,Production,Hannah Cruz,WBL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,1992,Northeast,Project / Site Management,Male,50676,Other,Divorced,Fully Meets,3,True,33.14989733059548,1074,Mid
1234,2019-10-18,2021-10-03,Production,Claudia Atkinson,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Learn whatever million.,Production       ,Sales & Marketing,,Northeast,Executive & Leadership,Female,25148,Black,Divorced,Fully Meets,3,False,,716,Mid
1235,2020-04-14,,Production,Virginia Castro,PL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General Operations,,Northeast,Admin & Support,Female,96915,Other,Widowed,Fully Meets,3,True,,1904,Mid
1236,2018-11-25,2019-07-25,Production,Tina Morgan,BPC,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Retirement,Source join scientist personal when each.,Production       ,Field Engineering / Operations,1946,Northeast,Labor & Site Work,Female,95167,White,Married,Fully Meets,3,False,78.55441478439425,242,Mid
1237,2021-03-23,2022-08-26,Production,Nancy Gutierrez,CCDR,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Resignation,Practice cover bar reason expect.,Production       ,Logistics / Maintenance,,Northeast,Engineering,Female,1223,Black,Divorced,Fully Meets,3,False,,521,Mid
1238,2020-10-27,2021-11-08,Production,Brandon Bates,SVG,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Voluntary,My live interesting street purpose early.,Production       ,Field Engineering / Operations,1968,Northeast,Engineering,Female,31462,Other,Single,Fully Meets,3,False,56.799452429842574,377,Entry
1239,2022-06-11,2023-06-29,Production,Angela Brooks,TNS,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,Guy know tend get best film hold.,Production       ,Field Engineering / Operations,2001,Northeast,Field Operations,Female,6735,Hispanic,Single,Fully Meets,3,False,23.978097193702943,383,Entry
1240,2020-03-19,,Production,Katie Barry,PYZ,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1985,Northeast,Project / Site Management,Female,60585,Asian,Single,Fully Meets,3,True,40.2217659137577,1930,Entry
1241,2019-11-07,2022-12-07,Production,Craig Arias,WBL,Voluntarily Terminated,Contract,Zone B,Full-Time,Retirement,Fear night field child yard structure.,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,46736,Black,Married,Fully Meets,3,False,,1126,Entry
1242,2023-04-24,,Production,Luke Carter,NEL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Project / Site Management,Female,35941,White,Married,Fully Meets,3,True,,799,Entry
1243,2020-06-04,,Production,Richard Oliver,PL,Active,Contract,Zone A,Temporary,Unk,,Production       ,General Operations,1979,Northeast,Project / Site Management,Female,11657,White,Widowed,Fully Meets,3,True,46.31895961670089,1853,Entry
1244,2022-05-23,,Production,Raymond Hernandez,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1954,Northeast,Field Operations,Male,72528,Asian,Married,Fully Meets,3,True,71.38398357289527,1135,Entry
1245,2019-05-17,,Production,James Clay,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1961,Northeast,Field Operations,Male,14705,White,Widowed,Fully Meets,3,True,64.40520191649556,2237,Entry
1246,2018-09-28,2021-04-25,Production,Casey Dennis,SVG,Voluntarily Terminated,Part-Time,Zone B,Temporary,Resignation,Control store point.,Production       ,Field Engineering / Operations,,Northeast,Executive & Leadership,Male,5254,Black,Widowed,Fully Meets,3,False,,940,Entry
1247,2019-03-04,,Production,Lisa Gonzalez,EW,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Other,,Northeast,Project / Site Management,Female,94026,Other,Single,Fully Meets,3,True,,2311,Entry
1248,2021-03-29,2021-12-01,Production,Theresa Miller,MSC,Active,Part-Time,Zone B,Full-Time,Resignation,Suddenly free computer last spend.,Production       ,Field Engineering / Operations,1988,Northeast,Field Operations,Female,90967,White,Divorced,Fully Meets,3,False,36.80766598220397,247,Entry
1249,2019-07-07,2020-02-14,Production,Christopher Stewart,TNS,Active,Full-Time,Zone A,Part-Time,Retirement,Seek TV finally impact really build.,Production       ,Field Engineering / Operations,,Northeast,Other,Female,46879,Asian,Divorced,Fully Meets,3,False,,222,Entry
1250,2018-09-06,,Production,Sheri Pearson,BPC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General Operations,1990,Northeast,Field Operations,Female,70353,Black,Widowed,Fully Meets,3,True,34.562628336755644,2490,Entry
1251,2018-09-25,,Production,Dennis Davis,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,1948,Northeast,Labor & Site Work,Female,27888,Asian,Married,Fully Meets,3,True,77.3223819301848,2471,Entry
1252,2022-03-11,2022-04-25,Production,Timothy Hester,EW,Active,Part-Time,Zone A,Temporary,Voluntary,Dinner skill guess key building.,Production       ,Project Management,,Northeast,Field Operations,Female,36258,Asian,Divorced,Fully Meets,3,False,,45,Manager
1253,2020-07-13,2021-10-06,Production,Thomas Baker,MSC,Active,Part-Time,Zone A,Part-Time,Retirement,Necessary account office.,Production       ,Project Management,,Northeast,Engineering,Female,17844,Asian,Divorced,Fully Meets,3,False,,450,Manager
1254,2020-06-22,,Production,Tracy Ramos,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General Operations,1950,Northeast,Labor & Site Work,Female,87263,White,Married,Fully Meets,3,True,75.06639288158796,1835,Mid
1255,2019-09-30,2021-03-02,Production,Alicia Lindsey,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Shoulder then shake.,Production       ,General Operations,,Northeast,Labor & Site Work,Female,8671,Black,Married,Fully Meets,3,False,,519,Mid
1256,2020-01-08,,Production,Adam Harmon,PL,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,16520,White,Widowed,Fully Meets,3,True,,2001,Mid
1257,2021-10-16,,Production,Brandon Lane,BPC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1978,Northeast,Engineering,Female,22868,Asian,Divorced,Fully Meets,3,True,46.64750171115674,1354,Mid
1258,2022-06-29,,Production,Jeremy Thomas,CCDR,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,,Northeast,Project / Site Management,Female,59954,Other,Widowed,Fully Meets,3,True,,1098,Mid
1259,2022-05-01,2023-04-24,Production,Justin Phelps,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Section effort four increase.,Production       ,General Operations,,Northeast,Labor & Site Work,Male,43998,White,Single,Fully Meets,3,False,,358,Entry
1260,2018-08-16,,Production,Tabitha Martin,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Project Management,,Northeast,Project / Site Management,Female,75748,Asian,Married,Fully Meets,3,True,,2511,Entry
1261,2019-12-27,,Production,Katherine Huber,PYZ,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,87591,Hispanic,Married,Fully Meets,3,True,,2013,Entry
1262,2021-07-01,2023-03-28,Production,James Benson,WBL,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Retirement,Her relationship national win raise American.,Production       ,Field Engineering / Operations,,Northeast,Engineering,Female,23777,Hispanic,Widowed,Fully Meets,3,False,,635,Entry
1263,2022-10-20,,Production,Thomas Rogers,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Logistics / Maintenance,,Northeast,Project / Site Management,Female,34732,Hispanic,Divorced,Fully Meets,3,True,,985,Entry
1264,2019-02-15,,Production,Veronica Alexander MD,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Executive & Leadership,Female,28097,Hispanic,Married,Fully Meets,3,True,,2328,Entry
1265,2022-01-17,2022-07-25,Production,Angela Jackson,BPC,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Retirement,Page year stock own popular health.,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Male,39841,Black,Widowed,Fully Meets,3,False,,189,Entry
1266,2021-11-14,2022-07-01,Production,Lisa Campbell,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Involuntary,Form song garden right newspaper.,Production       ,Project Management,1971,Northeast,Project / Site Management,Male,46871,Hispanic,Divorced,Fully Meets,3,False,54.24229979466119,229,Entry
1267,2020-11-14,2020-12-22,Production,Sophia Bowman,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Better five blue particularly a media firm.,Production       ,General Operations,1971,Northeast,Field Operations,Female,91614,White,Divorced,Fully Meets,3,False,53.804243668720055,38,Entry
1268,2023-02-25,,Production,Chelsey Crawford,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General Operations,,Northeast,Field Operations,Female,89515,Other,Single,Fully Meets,3,True,,857,Entry
1269,2022-08-23,,Production,Brianna Blanchard,MSC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Logistics / Maintenance,,Northeast,Labor & Site Work,Female,82774,Black,Divorced,Fully Meets,3,True,,1043,Entry
1270,2019-05-01,2019-12-31,Production,Adam Miller,TNS,Active,Part-Time,Zone C,Full-Time,Voluntary,When approach anyone hold along.,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,79937,Hispanic,Married,Fully Meets,3,False,,244,Entry
1271,2020-04-26,,Production,Brenda Johnson,PYZ,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General Operations,,Northeast,Project / Site Management,Female,95232,Asian,Widowed,Fully Meets,3,True,,1892,Entry
1272,2021-02-08,2022-07-15,Production,Natalie Shaffer,WBL,Active,Full-Time,Zone C,Temporary,Involuntary,National detail star recently.,Production       ,General Operations,,Northeast,Project / Site Management,Female,37465,Black,Single,Fully Meets,3,False,,522,Entry
1273,2020-10-29,2021-01-26,Production,Rachel Wilkins,NEL,Active,Contract,Zone A,Part-Time,Retirement,Treat role defense or common service network.,Production       ,General Operations,,Northeast,Project / Site Management,Female,50409,Asian,Single,Fully Meets,3,False,,89,Manager
1274,2022-11-22,,Production,Nicole Pierce,PL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1975,Northeast,Engineering,Female,2006,Black,Single,Fully Meets,3,True,49.65092402464066,952,Manager
1275,2022-10-11,,Production,Nicole Gamble,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Other,Female,55846,Other,Single,Fully Meets,3,True,,994,Mid
1276,2019-12-28,,Production,Lauren Gonzales,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General Operations,,Northeast,Admin & Support,Female,74245,White,Married,Fully Meets,3,True,,2012,Mid
1277,2019-04-11,,Production,Margaret Murphy,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Engineering / Operations,1984,Northeast,Field Operations,Female,95565,Other,Single,Fully Meets,3,True,41.14168377823409,2273,Mid
1278,2020-10-26,,Production,Christine Oneill,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,89318,White,Divorced,Fully Meets,3,True,,1709,Mid
1279,2021-07-09,2023-01-27,Production,Regina Rogers,PL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Resignation,Mrs technology behavior fear.,Production       ,Field Engineering / Operations,,Northeast,Field Operations,Female,29507,White,Married,Fully Meets,3,False,,567,Mid
1280,2022-01-12,,Production,Timothy Blackwell,MSC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General Operations,,Northeast,Admin & Support,Male,77219,Black,Single,Fully Meets,3,True,,1266,Entry
1281,2020-08-07,2021-07-20,Production,Jeffrey Bowen,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,Tree cause agency reduce fine air.,Production       ,Finance,,Northeast,Admin & Support,Female,30117,White,Widowed,Fully Meets,3,False,,347,Entry
1282,2021-04-10,2022-11-19,Production,Eileen Rodriguez,BPC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,All guy thus card fill walk.,Production       ,Field Engineering / Operations,,Northeast,Admin & Support,Female,30179,Black,Widowed,Fully Meets,3,False,,588,Entry
1283,2021-01-11,,Production,Deborah Arnold,CCDR,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General Operations,,Northeast,Engineering,Female,72581,Asian,Married,Fully Meets,3,True,,1632,Entry
1284,2019-12-08,,Production,Chase Hardy,EW,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General Operations,,Northeast,Project / Site Management,Female,39352,Other,Married,Fully Meets,3,True,,2032,Entry
1285,2021-09-26,,Production,John Gonzalez,MSC,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General Operations,,Northeast,Project / Site Management,Male,89374,Hispanic,Widowed,Fully Meets,3,True,,1374,Entry
1286,2021-09-09,2021-10-28,Production,Jennifer Randall,NEL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Never few away level attack buy.,Production       ,Field Engineering / Operations,,Northeast,Field Operations,Male,74629,Asian,Divorced,Fully Meets,3,False,,49,Entry
1287,2020-09-19,2023-02-20,Production,Evelyn Diaz,PL,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,American quickly treatment.,Production       ,General Operations,,Northeast,Field Operations,Female,56136,Black,Widowed,Fully Meets,3,False,,884,Entry
1288,2022-01-11,2022-10-26,Production,Justin Johnson,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Skill shoulder bag suffer.,Production       ,Field Engineering / Operations,,Northeast,Field Operations,Female,69514,Hispanic,Single,Fully Meets,3,False,,288,Entry
1289,2019-07-18,,Production,Kevin Pearson,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General Operations,1942,Northeast,Admin & Support,Female,40307,Other,Single,Fully Meets,3,True,83.00068446269678,2175,Entry
1290,2021-04-13,,Production,Bryan Salas,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General Operations,,Northeast,Admin & Support,Female,57255,White,Married,Fully Meets,3,True,,1540,Entry
1291,2023-06-17,2023-07-27,Production,Jeffery Williams,WBL,Active,Contract,Zone B,Temporary,Voluntary,Finally provide various but.,Production       ,Field Engineering / Operations,1988,Northeast,Project / Site Management,Female,94486,Black,Divorced,Fully Meets,3,False,37.30321697467488,40,Entry
1292,2018-10-27,,Production,Amy Hess,BPC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,,Northeast,Engineering,Female,28931,White,Divorced,Fully Meets,3,True,,2439,Entry
1293,2021-06-01,2023-04-29,Production,Ashley Craig,CCDR,Active,Contract,Zone B,Full-Time,Voluntary,Line with read most.,Production       ,Field Engineering / Operations,,Northeast,Field Operations,Female,60878,Asian,Single,Fully Meets,3,False,,697,Entry
1294,2023-04-07,2023-05-07,Production,Lisa Ward,EW,Active,Part-Time,Zone B,Part-Time,Voluntary,Choose thousand know often size company.,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Female,58589,Hispanic,Single,Fully Meets,3,False,,30,Manager
1295,2021-06-13,,Production,Richard Santos,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General Operations,,Northeast,Labor & Site Work,Female,26059,Other,Married,Fully Meets,3,True,,1479,Mid
1296,2019-03-13,2020-09-12,Production,Nathan Hill,WBL,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Employee product meeting who kind.,Production       ,Field Engineering / Operations,,Northeast,Admin & Support,Female,94411,Asian,Widowed,Fully Meets,3,False,,549,Mid
1297,2019-05-24,2021-10-09,Production,Cindy Smith,NEL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Resignation,Suffer phone son property money.,Production       ,Field Engineering / Operations,1968,Northeast,Field Operations,Female,46980,Other,Married,Fully Meets,3,False,56.8952772073922,869,Mid
1298,2023-02-25,,Production,Gerald Dunlap,PL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General Operations,1983,Northeast,Labor & Site Work,Female,12398,Black,Married,Fully Meets,3,True,42.31074606433949,857,Mid
1299,2020-03-24,,Production,Joseph Dixon,BPC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1953,Northeast,Project / Site Management,Female,95571,Asian,Widowed,Fully Meets,3,True,71.72347707049965,1925,Mid
1300,2021-06-12,,Production,Angela Garcia,CCDR,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1967,Northeast,Labor & Site Work,Female,91189,Black,Married,Fully Meets,3,True,57.82067077344285,1480,Mid
1301,2019-03-22,2022-03-23,Production,Todd Nelson,MSC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Space long most area product drug tree.,Production       ,Field Engineering / Operations,,Northeast,Field Operations,Female,62803,Asian,Widowed,Fully Meets,3,False,,1097,Entry
1302,2021-03-08,2022-12-17,Production,Aaron Mendoza,TNS,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Study way front fly member.,Production       ,Field Engineering / Operations,2000,Northeast,Labor & Site Work,Female,77552,Other,Married,Fully Meets,3,False,24.996577686516083,649,Entry
1303,2020-05-15,,Production,Crystal Taylor,PYZ,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Finance,1957,Northeast,Admin & Support,Female,35973,Hispanic,Single,Fully Meets,3,True,68.41067761806981,1873,Entry
1304,2023-01-24,,Production,Amanda Barnes,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Safety & Compliance,,Northeast,Health & Safety,Female,47801,Asian,Widowed,Fully Meets,3,True,,889,Entry
1305,2021-01-06,2022-12-30,Production,John Bradford,NEL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Resignation,Fact soldier film yet president example car.,Production       ,Field Engineering / Operations,,Northeast,Labor & Site Work,Male,1615,White,Married,Fully Meets,3,False,,723,Entry
1306,2021-04-16,,Production,Christopher Norris,PL,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Project Management,1997,Northeast,Project / Site Management,Male,49042,Hispanic,Single,Fully Meets,3,True,27.89869952087611,1537,Entry
1307,2021-09-22,2021-10-25,Production,Mr. Danny Snow,BPC,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Thus whether read kitchen itself.,Production       ,Field Engineering / Operations,,Northeast,Executive & Leadership,Male,94852,Black,Married,Fully Meets,3,False,,33,Entry
