EmpID,StartDate,ExitDate,JobFamily,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,DivisionGroup,DOB,Region,JobFunctionGroup,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,IsActive,Age,TenureDays,SeniorityLevel,StartYear,GroupMeanAge,SampleCount
3640,2023-01-07,,Production,Gina Leon,SVG,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Project / Site Management,Female,48077,Asian,Divorced,Fully Meets,3,True,53.27261485125546,906,Entry,2023,53.56418369675043,525
3641,2020-02-07,2021-05-01,Production,Eric Michael,EW,Future Start,Contract,Zone B,Full-Time,Voluntary,Air act watch affect save positive among.,Production       ,General Operations,1970,Northeast,Field Operations,Male,56039,Other,Widowed,Fully Meets,3,False,54.836242760440406,449,Entry,2020,53.56418369675043,525
3642,2020-04-29,2021-11-12,Production,Alexandra Martin,MSC,Future Start,Contract,Zone B,Full-Time,Retirement,Cold dinner seat property a hear.,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Male,7474,Black,Single,Fully Meets,3,False,55.007106029775805,562,Entry,2020,53.56418369675043,525
3643,2020-04-16,,Production,Eric Calderon,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1973,Northeast,Labor & Site Work,Male,9287,Asian,Single,Fully Meets,3,True,51.5919922188752,1902,Entry,2020,53.56418369675043,525
3644,2022-06-16,,Production,Thomas Jones,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Labor & Site Work,Male,42213,Black,Married,Fully Meets,3,True,53.60717290706069,1111,Entry,2022,53.56418369675043,525
3645,2019-07-22,,Production,Bridget Mills,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General Operations,1972,Northeast,Field Operations,Male,34428,Asian,Single,Fully Meets,3,True,53.23382770934555,2171,Entry,2019,53.56418369675043,525
3646,2023-04-22,,Production,Sara Bullock,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Other,Female,77551,Hispanic,Widowed,Fully Meets,3,True,57.497604380561256,801,Mid,2023,56.07692563279573,206
3647,2020-12-28,2021-01-30,Production,Craig Leblanc,EW,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Best room cell task majority budget.,Production       ,Field Engineering / Operations,1970,Northeast,Engineering,Female,20847,Black,Single,Fully Meets,3,False,54.96535687467865,33,Mid,2020,56.07692563279573,206
3648,2022-02-23,,Production,Peter Smith,MSC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Female,76615,Other,Divorced,Exceeds,4,True,54.55638710213046,1224,Mid,2022,56.07692563279573,206
3649,2022-08-13,,Production,Stephen Green,TNS,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Female,26602,White,Married,Exceeds,4,True,57.06776180698152,1053,Mid,2022,56.07692563279573,206
3650,2019-10-03,2022-02-28,Production,Jason Jenkins,PYZ,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,Late least forward bill realize camera.,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Female,72818,White,Divorced,Fully Meets,3,False,55.42738631841024,879,Mid,2019,56.07692563279573,206
3651,2019-10-14,,Production,Chad Jones,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General Operations,1967,Northeast,Field Operations,Female,90347,White,Single,Fully Meets,3,True,57.848564448445806,2087,Mid,2019,56.07692563279573,206
3652,2019-08-30,2022-08-27,Production,Victoria Maldonado,NEL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Resignation,Window stuff western interesting.,Production       ,Field Engineering / Operations,1972,Northeast,Project / Site Management,Male,96845,Other,Married,Fully Meets,3,False,52.85699542483346,1093,Entry,2019,53.56418369675043,525
3653,2021-02-04,2023-07-30,Production,William Watson,PL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Particular same detail note.,Production       ,General Operations,1971,Northeast,Project / Site Management,Male,67277,Asian,Widowed,Exceeds,3,False,53.639346183723895,906,Entry,2021,53.56418369675043,525
3654,2022-11-23,,Production,Jody Cox,PYZ,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Field Operations,Male,17975,Asian,Divorced,Exceeds,4,True,54.37625953233115,951,Entry,2022,53.56418369675043,525
3655,2023-02-25,,Production,Shelia Good,SVG,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Engineering,Male,97142,Asian,Married,Fully Meets,3,True,53.01870210626761,857,Entry,2023,53.56418369675043,525
3656,2019-12-15,,Production,Darlene Green,TNS,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Male,72523,Hispanic,Divorced,Exceeds,5,True,55.45131202763427,2025,Entry,2019,53.56418369675043,525
3657,2021-08-29,,Production,Christine Mccarthy,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General Operations,1970,Northeast,Labor & Site Work,Female,44406,Black,Single,Fully Meets,4,True,33.32511978097194,1402,Entry,2021,53.56418369675043,525
3658,2022-11-04,2023-07-07,Production,Thomas Jackson,BPC,Active,Part-Time,Zone C,Temporary,Involuntary,Once simple the decade.,Production       ,Project Management,1970,Northeast,Field Operations,Female,95682,Black,Divorced,Fully Meets,3,False,55.413972876518876,245,Entry,2022,53.56418369675043,525
3659,2019-10-02,2019-10-13,Production,Eric Powell,CCDR,Active,Full-Time,Zone A,Part-Time,Voluntary,Second focus stay scientist.,Production       ,Field Engineering / Operations,1972,Northeast,Engineering,Male,86746,Other,Divorced,Exceeds,1,False,52.57131288005189,11,Entry,2019,53.56418369675043,525
3660,2019-05-24,,Production,Joel Browning,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Project / Site Management,Male,73540,Hispanic,Single,Exceeds,3,True,53.55317772031997,2230,Entry,2019,53.56418369675043,525
3661,2022-02-28,2022-09-05,Production,Denise Roman,MSC,Active,Contract,Zone C,Temporary,Involuntary,Decide group difference decide.,Production       ,Executive,1972,Northeast,Executive & Leadership,Male,21624,Asian,Married,Fully Meets,3,False,52.767696936017515,189,Entry,2022,53.56418369675043,525
3662,2023-06-13,,Production,Linda Cummings,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Labor & Site Work,Male,90473,Other,Married,Exceeds,2,True,52.703545674260305,749,Entry,2023,53.56418369675043,525
3663,2019-10-07,2022-01-22,Production,Sean Kennedy,PL,Future Start,Part-Time,Zone B,Full-Time,Retirement,Bar serious exist pretty.,Production       ,General Operations,1973,Northeast,Project / Site Management,Female,13534,Black,Single,Exceeds,3,False,51.71173148616857,838,Entry,2019,53.56418369675043,525
3664,2020-10-06,2022-01-12,Production,Robert Reid,PYZ,Future Start,Full-Time,Zone C,Part-Time,Involuntary,Let political issue.,Production       ,Field Engineering / Operations,1971,Northeast,Other,Female,2667,Other,Widowed,Fully Meets,3,False,54.00244103267002,463,Entry,2020,53.56418369675043,525
3665,2019-11-22,,Production,Lucas Morse,SVG,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Field Operations,Male,54319,Asian,Married,Fully Meets,3,True,53.57489978966588,2048,Entry,2019,53.56418369675043,525
3666,2022-04-29,2023-01-21,Production,Melissa Shaw,TNS,Active,Full-Time,Zone A,Full-Time,Involuntary,Rule film know if eat hear.,Production       ,Field Engineering / Operations,1973,Northeast,Labor & Site Work,Male,16052,Hispanic,Single,Fully Meets,3,False,51.77009870175039,267,Entry,2022,53.56418369675043,525
3667,2022-12-11,2023-04-28,Production,Brooke Meyer,WBL,Active,Part-Time,Zone B,Temporary,Resignation,Term southern major ever care.,Production       ,Consulting / Client Delivery,1972,Northeast,Field Operations,Male,18998,Black,Single,Fully Meets,3,False,52.67876955369688,138,Entry,2022,53.56418369675043,525
3668,2023-08-06,2023-08-06,Production,Christopher Clark,BPC,Active,Full-Time,Zone C,Full-Time,Voluntary,Rest such husband through his customer no look.,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Male,33735,Asian,Widowed,Needs Improvement,3,False,55.197247240617045,0,Entry,2023,53.56418369675043,525
3669,2020-03-28,2023-03-12,Production,Joshua Francis,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Let former service.,Production       ,Finance,1972,Northeast,Admin & Support,Male,81928,Black,Widowed,Fully Meets,3,False,52.522431259418326,1079,Entry,2020,53.56418369675043,525
3670,2022-08-11,2023-03-27,Production,Walter Shaw,SVG,Active,Full-Time,Zone A,Full-Time,Resignation,Far happy light already.,Production       ,Consulting / Client Delivery,1970,Northeast,Engineering,Female,14006,Hispanic,Widowed,Needs Improvement,3,False,54.65650512116062,228,Mid,2022,56.07692563279573,206
3671,2023-01-26,2023-06-19,Production,Alexander Roberts,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Edge cold language. Once bring quality hot.,Production       ,Field Engineering / Operations,1969,Northeast,Other,Female,45376,Asian,Divorced,Needs Improvement,3,False,56.03473667390598,144,Mid,2023,56.07692563279573,206
3672,2019-01-14,,Production,Aaron Holland,MSC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General Operations,1967,Northeast,Project / Site Management,Female,44501,Asian,Divorced,Fully Meets,3,True,58.01952744923813,2360,Mid,2019,56.07692563279573,206
3673,2022-06-11,2023-01-10,Production,Casey Morris,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,My teach piece need school fight rock.,Production       ,HR / People Services,1970,Northeast,Project / Site Management,Female,47767,Other,Widowed,Fully Meets,3,False,55.04514671884173,213,Mid,2022,56.07692563279573,206
3674,2020-06-25,2022-03-02,Production,Sarah Williamson,BPC,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Voluntary,Five carry couple goal western.,Production       ,Field Engineering / Operations,1970,Northeast,Engineering,Female,39141,Other,Single,Fully Meets,3,False,29.16632443531828,615,Mid,2020,56.07692563279573,206
3675,2020-06-08,2022-12-29,Production,Melissa Torres,CCDR,Active,Full-Time,Zone C,Full-Time,Resignation,Herself others song center word almost without.,Production       ,Field Engineering / Operations,1968,Northeast,Field Operations,Female,70090,Hispanic,Divorced,Fully Meets,3,False,56.76546782241924,934,Mid,2020,56.07692563279573,206
3676,2018-08-29,,Production,Craig Hawkins,BPC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Logistics / Maintenance,1970,Northeast,Other,Male,35858,Black,Divorced,Fully Meets,3,True,54.6106621580653,2498,Entry,2018,53.56418369675043,525
3677,2022-10-01,,Production,Matthew Hughes,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Male,27462,Hispanic,Single,Fully Meets,3,True,65.40451745379877,1004,Entry,2022,53.56418369675043,525
3678,2021-07-22,,Production,Chad Ramirez,SVG,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General Operations,1972,Northeast,Engineering,Male,65321,Asian,Single,Fully Meets,3,True,52.51473387272003,1440,Entry,2021,53.56418369675043,525
3679,2019-12-14,,Production,Erica Moore,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Engineering,Male,54017,Asian,Divorced,Fully Meets,3,True,54.47704909119787,2026,Entry,2019,53.56418369675043,525
3680,2020-03-27,,Production,Felicia Ashley,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Field Operations,Female,51584,Other,Divorced,Fully Meets,3,True,53.03531622762745,1922,Entry,2020,53.56418369675043,525
3681,2021-11-25,,Production,James Williams,TNS,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Project / Site Management,Female,75321,Black,Widowed,Fully Meets,3,True,54.093407019124754,1314,Entry,2021,53.56418369675043,525
3682,2023-07-08,,Production,Michael Diaz MD,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Field Operations,Female,37646,Black,Single,Fully Meets,4,True,54.09830253979401,724,Entry,2023,53.56418369675043,525
3683,2021-11-02,2021-12-11,Production,Mackenzie Porter,WBL,Active,Part-Time,Zone C,Temporary,Involuntary,Central baby moment benefit do.,Production       ,Finance,1970,Northeast,Admin & Support,Male,33204,Other,Divorced,Fully Meets,3,False,69.4839151266256,39,Entry,2021,53.56418369675043,525
3684,2019-12-01,2022-12-25,Production,Robert Simmons,NEL,Active,Contract,Zone C,Part-Time,Involuntary,Scientist believe edge imagine push bit fast.,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Male,76198,Hispanic,Widowed,Fully Meets,3,False,70.91033538672143,1120,Entry,2019,53.56418369675043,525
3685,2022-08-16,2022-11-10,Production,Jordan Harrison,PL,Active,Full-Time,Zone C,Full-Time,Retirement,Factor doctor edge police.,Production       ,Project Management,1971,Northeast,Project / Site Management,Male,10600,Asian,Widowed,Fully Meets,3,False,53.707282433049464,86,Entry,2022,53.56418369675043,525
3686,2021-04-25,2022-12-12,Production,Jesse Farmer,BPC,Future Start,Part-Time,Zone A,Full-Time,Retirement,Concern expect add skill.,Production       ,Field Engineering / Operations,1973,Northeast,Executive & Leadership,Male,67909,White,Single,Exceeds,1,False,51.925342776968066,596,Entry,2021,53.56418369675043,525
3687,2019-05-17,,Production,Brianna Blake,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Female,26340,White,Divorced,Exceeds,1,True,54.905393679107384,2237,Entry,2019,53.56418369675043,525
3688,2019-05-04,2021-08-03,Production,Kathleen Clark,SVG,Future Start,Contract,Zone B,Full-Time,Involuntary,Matter man skill produce poor.,Production       ,Field Engineering / Operations,1972,Northeast,Project / Site Management,Female,42113,Asian,Divorced,Exceeds,3,False,52.847303956637376,822,Entry,2019,53.56418369675043,525
3689,2021-07-16,,Production,Jonathan Gutierrez,EW,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Engineering / Operations,1973,Northeast,Labor & Site Work,Male,95832,Asian,Married,Exceeds,3,True,52.31025773834985,1446,Entry,2021,53.56418369675043,525
3690,2020-08-04,2021-02-27,Production,Adam Barber,MSC,Active,Part-Time,Zone A,Temporary,Voluntary,Size manager receive decide attention play plant.,Production       ,Logistics / Maintenance,1973,Northeast,Labor & Site Work,Male,60287,White,Single,Needs Improvement,3,False,51.72728426296949,207,Entry,2020,53.56418369675043,525
3691,2020-11-23,,Production,David Valenzuela,TNS,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Finance,1970,Northeast,Project / Site Management,Male,34316,Asian,Single,Needs Improvement,1,True,32.49007529089665,1681,Entry,2020,53.56418369675043,525
3692,2019-11-11,,Production,Lisa Jordan,PYZ,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Field Operations,Male,75371,Black,Widowed,Needs Improvement,3,True,53.9277554695034,2059,Entry,2019,53.56418369675043,525
3693,2019-05-20,2020-08-30,Production,Alexa Smith,SVG,Active,Part-Time,Zone B,Temporary,Involuntary,Name social full approach. Position want win.,Production       ,Project Management,1970,Northeast,Field Operations,Female,13727,White,Married,Exceeds,2,False,47.9151266255989,468,Mid,2019,56.07692563279573,206
3694,2019-11-05,2022-04-16,Production,Sue Harper,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Involuntary,Training civil attention exist matter water.,Production       ,Field Engineering / Operations,1970,Northeast,Other,Female,94278,Hispanic,Married,PIP,4,False,64.30663928815879,893,Mid,2019,56.07692563279573,206
3695,2018-09-20,2021-02-04,Production,Savannah Schneider,MSC,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Public ask American affect market order.,Production       ,Field Engineering / Operations,1968,Northeast,Labor & Site Work,Female,70817,Hispanic,Divorced,PIP,4,False,56.78718308016486,868,Mid,2018,56.07692563279573,206
3696,2020-09-02,2023-05-26,Production,Chase Ramirez,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Resignation,Arrive its during organization about.,Production       ,Other,1970,Northeast,Project / Site Management,Female,74423,Hispanic,Widowed,PIP,3,False,35.73169062286105,996,Mid,2020,56.07692563279573,206
3697,2020-06-28,,Production,Connor Galloway,PYZ,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Field Operations,Female,51256,Other,Single,PIP,4,True,54.14327694850715,1829,Mid,2020,56.07692563279573,206
3698,2023-03-22,2023-05-30,Production,Savannah Weber,WBL,Active,Full-Time,Zone A,Full-Time,Involuntary,Usually section evening with cup left.,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Female,16462,Hispanic,Married,PIP,3,False,41.05133470225873,69,Mid,2023,56.07692563279573,206
3699,2022-08-30,2022-09-20,Production,Justin Harris,PYZ,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Business draw with hear dream eat.,Production       ,Field Engineering / Operations,1971,Northeast,Engineering,Male,48065,Asian,Divorced,PIP,2,False,53.612555929947554,21,Entry,2022,53.56418369675043,525
3700,2019-10-24,,Production,Wendy Rogers,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Male,93840,Hispanic,Divorced,PIP,1,True,37.21834360027378,2077,Entry,2019,53.56418369675043,525
3701,2019-11-09,,Production,Bryan Greer,NEL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Logistics / Maintenance,1973,Northeast,Maintenance & Logistics,Male,35917,Other,Single,PIP,2,True,52.470166797542184,2061,Entry,2019,53.56418369675043,525
3702,2019-07-13,,Production,David Brown,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Engineering / Operations,1971,Northeast,Project / Site Management,Male,22165,Asian,Single,Exceeds,3,True,54.144874858388235,2180,Entry,2019,53.56418369675043,525
3703,2020-08-31,2022-06-26,Production,Cory Lee,EW,Active,Part-Time,Zone A,Part-Time,Resignation,Tax herself interview maybe control.,Production       ,Field Engineering / Operations,1973,Northeast,Engineering,Female,87563,White,Widowed,Exceeds,4,False,52.261649412770396,664,Entry,2020,53.56418369675043,525
3704,2019-01-25,2021-10-26,Production,April Stevens,CCDR,Active,Full-Time,Zone C,Part-Time,Involuntary,Message firm social daughter third ready.,Production       ,Field Engineering / Operations,1970,Northeast,Other,Female,20993,Asian,Married,Exceeds,5,False,49.40177960301163,1005,Entry,2019,53.56418369675043,525
3705,2020-11-21,2023-04-09,Production,Bridget Little,BPC,Active,Full-Time,Zone A,Part-Time,Involuntary,Any after despite suddenly decade.,Production       ,General Operations,1971,Northeast,Executive & Leadership,Female,88723,White,Single,Exceeds,3,False,54.3279346491603,869,Entry,2020,53.56418369675043,525
3706,2019-09-23,,Production,Lisa Hamilton,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Male,59933,White,Divorced,Exceeds,3,True,50.64476386036961,2108,Entry,2019,53.56418369675043,525
3707,2022-12-11,,Production,Kenneth Keller,TNS,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Male,81280,Asian,Divorced,Exceeds,3,True,29.582477754962355,933,Entry,2022,53.56418369675043,525
3708,2020-08-21,2022-09-20,Production,Morgan Smith,SVG,Active,Full-Time,Zone C,Part-Time,Resignation,Finally feeling often some.,Production       ,Field Engineering / Operations,1972,Northeast,Engineering,Male,13899,Black,Married,Exceeds,4,False,53.11112508195258,760,Entry,2020,53.56418369675043,525
3709,2019-02-04,2023-04-17,Production,Donald Powell,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Provide late phone school score sound growth.,Production       ,Field Engineering / Operations,1970,Northeast,Other,Male,44907,Black,Divorced,Exceeds,5,False,55.31110365169737,1533,Entry,2019,53.56418369675043,525
3710,2021-10-29,,Production,Rebecca Henderson,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Engineering / Operations,1973,Northeast,Project / Site Management,Female,64630,Hispanic,Single,Exceeds,1,True,52.11426747333441,1341,Entry,2021,53.56418369675043,525
3711,2021-07-17,,Production,David Bowman,NEL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Finance,1970,Northeast,Admin & Support,Female,36588,Black,Single,Needs Improvement,1,True,44.49007529089665,1445,Entry,2021,53.56418369675043,525
3712,2019-04-28,2022-09-01,Production,Christopher Robertson,MSC,Future Start,Part-Time,Zone C,Temporary,Retirement,Year color woman become year scene very.,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Male,33658,Asian,Married,Needs Improvement,5,False,69.24298425735797,1222,Entry,2019,53.56418369675043,525
3713,2020-07-21,,Production,Michelle Miller,EW,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General Operations,1970,Northeast,Admin & Support,Male,87025,Hispanic,Widowed,Fully Meets,3,True,40.22450376454484,1806,Entry,2020,53.56418369675043,525
3714,2020-01-19,,Production,Kyle Turner,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,1972,Northeast,Labor & Site Work,Male,93985,White,Married,Fully Meets,4,True,52.92844910095147,1990,Entry,2020,53.56418369675043,525
3715,2021-09-12,,Production,Dawn Mendoza,BPC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Project Management,1970,Northeast,Project / Site Management,Male,27233,Black,Widowed,Fully Meets,4,True,49.3223819301848,1388,Entry,2021,53.56418369675043,525
3716,2022-07-31,2023-02-18,Production,David Goodman,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Walk call activity onto seven about.,Production       ,General Operations,1970,Northeast,Labor & Site Work,Female,5569,Black,Married,Fully Meets,1,False,54.530819717758085,202,Mid,2022,56.07692563279573,206
3717,2023-05-18,,Production,Samuel Turner,EW,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Other,Female,21090,Asian,Married,Fully Meets,2,True,32.64613278576318,775,Mid,2023,56.07692563279573,206
3718,2021-05-25,2021-10-22,Production,Claudia White,MSC,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Save east phone arrive floor maybe.,Production       ,Field Engineering / Operations,1967,Northeast,Other,Female,52357,Other,Married,Fully Meets,4,False,57.775700105909976,150,Mid,2021,56.07692563279573,206
3719,2022-07-22,,Production,David Ward,TNS,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Female,47989,Hispanic,Divorced,Fully Meets,3,True,77.98220396988364,1075,Mid,2022,56.07692563279573,206
3720,2019-05-23,2020-09-12,Production,Andrew Schneider,PYZ,Active,Part-Time,Zone B,Full-Time,Resignation,Young risk quality natural foreign claim.,Production       ,Field Engineering / Operations,1967,Northeast,Labor & Site Work,Female,31486,White,Single,Fully Meets,3,False,57.58628304631965,478,Mid,2019,56.07692563279573,206
3721,2020-02-12,2020-04-07,Production,Loretta Gonzalez,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,Recent agent choose dark hard eye.,Production       ,Field Engineering / Operations,1972,Northeast,Engineering,Male,24794,Black,Widowed,Fully Meets,2,False,52.595950207611054,55,Entry,2020,53.56418369675043,525
3722,2020-02-16,2022-01-09,Production,Alice Key,PL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Involuntary,Fast glass machine compare after check.,Production       ,Field Engineering / Operations,1971,Northeast,Labor & Site Work,Male,80316,White,Married,Fully Meets,2,False,54.20411988088715,693,Entry,2020,53.56418369675043,525
3723,2022-04-29,2022-07-16,Production,Ryan Downs,BPC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Everyone chair white situation result.,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Male,46742,Asian,Married,Fully Meets,3,False,54.8330724975553,78,Entry,2022,53.56418369675043,525
3724,2019-10-10,2021-10-30,Production,Alyssa Johnson,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Board star job song. Hundred believe heavy.,Production       ,Field Engineering / Operations,1971,Northeast,Labor & Site Work,Male,30194,Asian,Divorced,Fully Meets,4,False,53.78498694314828,751,Entry,2019,53.56418369675043,525
3725,2019-04-07,2023-07-09,Production,Stephanie Patterson,SVG,Active,Contract,Zone B,Part-Time,Voluntary,Child write help growth home.,Production       ,Field Engineering / Operations,1971,Northeast,Field Operations,Male,36808,Asian,Widowed,Fully Meets,1,False,53.68278601017446,1554,Entry,2019,53.56418369675043,525
3726,2020-07-13,2021-09-18,Production,Sandra Richardson,EW,Active,Contract,Zone A,Full-Time,Voluntary,Great like sea behind stock drop debate such.,Production       ,General Operations,1972,Northeast,Field Operations,Female,36688,Other,Married,Fully Meets,4,False,52.53159286035224,432,Entry,2020,53.56418369675043,525
3727,2021-08-26,,Production,Courtney Garcia,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Engineering / Operations,1973,Northeast,Project / Site Management,Female,37883,Other,Divorced,Fully Meets,3,True,51.93659476797403,1405,Entry,2021,53.56418369675043,525
3728,2021-12-23,,Production,Tamara Grant,TNS,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Labor & Site Work,Male,39843,Hispanic,Divorced,Fully Meets,5,True,58.39561943874059,1286,Entry,2021,53.56418369675043,525
3729,2022-12-08,2023-07-04,Production,Natasha Spears,BPC,Active,Contract,Zone B,Part-Time,Voluntary,Until reason late off training situation.,Production       ,Field Engineering / Operations,1970,Northeast,Project / Site Management,Male,69873,Other,Divorced,Fully Meets,3,False,82.49691991786447,208,Entry,2022,53.56418369675043,525
3730,2022-01-18,,Production,Sharon Vincent,CCDR,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Engineering,Male,2548,Black,Widowed,Fully Meets,4,True,59.56194387405886,1260,Entry,2022,53.56418369675043,525
3731,2020-02-28,2022-12-14,Production,Kimberly Phelps,EW,Active,Part-Time,Zone B,Part-Time,Retirement,Along black change charge particular conference.,Production       ,Field Engineering / Operations,1970,Northeast,Engineering,Male,73555,Hispanic,Single,Fully Meets,3,False,26.99247091033539,1020,Entry,2020,53.56418369675043,525
3732,2020-05-31,,Production,Charles Hoover,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Engineering / Operations,1970,Northeast,Field Operations,Male,27650,Black,Widowed,Fully Meets,5,True,70.99520876112251,1857,Entry,2020,53.56418369675043,525
3733,2020-04-20,2022-07-23,Production,Deborah Stevens,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Half glass sport. Oil arm middle play lose such.,Production       ,Field Engineering / Operations,1970,Northeast,Other,Female,2035,Hispanic,Single,Fully Meets,3,False,55.15304672856374,824,Entry,2020,53.56418369675043,525
3734,2019-03-07,,Production,Melissa Alvarez,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,IT,1970,Northeast,Engineering,Male,74284,White,Divorced,Fully Meets,3,True,55.165855925403754,2308,Entry,2019,53.56418369675043,525
3735,2019-05-29,,Production,Joel Nichols,PYZ,Active,Contract,Zone C,Temporary,Unk,,Production       ,Other,1970,Northeast,Project / Site Management,Male,81455,White,Married,Fully Meets,1,True,61.973990417522245,2225,Entry,2019,53.56418369675043,525
