EmpID,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3730,2022-01-18,,Production Technician I,Sharon Vincent,CCDR,Active,Contract,Zone B,Temporary,Unk,,Production       ,Fielders,8/12/1965,MA,Engineer,Male,2548,Black,Widowed,Fully Meets,4
3731,2020-02-28,2022-12-14,Production Technician I,Kimberly Phelps,EW,Active,Part-Time,Zone B,Part-Time,Retirement,Along black change charge particular conference.,Production       ,Field Operations,4/7/1998,MA,Engineer,Male,73555,Hispanic,Single,Fully Meets,3
3732,2020-05-31,,Production Technician I,Charles Hoover,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,3/7/1954,MA,Technician,Male,27650,Black,Widowed,Fully Meets,5
3733,2020-04-20,2022-07-23,Production Technician I,Deborah Stevens,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Half glass sport. Oil arm middle play lose such.,Production       ,Field Operations,15-10-1994,MA,Driver,Female,2035,Hispanic,Single,Fully Meets,3
3734,2019-03-07,,Production Technician I,Melissa Alvarez,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Technology / It,21-07-1964,MA,Engineer,Male,74284,White,Divorced,Fully Meets,3
3735,2019-05-29,,Production Technician I,Joel Nichols,PYZ,Active,Contract,Zone C,Temporary,Unk,,Production       ,Wireless,11/7/1963,MA,Project Manager,Male,81455,White,Married,Fully Meets,1
3736,2020-10-18,2023-03-22,Production Technician I,Kimberly Soto,SVG,Active,Full-Time,Zone A,Part-Time,Resignation,Democrat home space past sense serious.,Production       ,Wireline Construction,2/7/1976,MA,Laborer,Male,95345,Other,Married,Fully Meets,2
3737,2018-11-19,,Production Technician I,John Hill,TNS,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,People Services,11/12/1946,MA,Director,Male,67176,Hispanic,Divorced,Fully Meets,5
3738,2022-04-15,2023-01-09,Production Technician II,Steven Carter,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Partner perhaps they rock.,Production       ,General - Con,3/9/2000,MA,Lineman,Female,21015,Hispanic,Widowed,Fully Meets,3
3739,2018-08-24,2021-03-22,Production Technician II,Rachel Pham,EW,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Themselves specific seem want seek hospital.,Production       ,Field Operations,9/3/1951,MA,Tower Hand,Female,80870,Asian,Divorced,Fully Meets,3
3740,2022-10-15,2023-02-17,Production Technician II,Christopher Cunningham,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Voluntary,Final like human late job.,Production       ,People Services,24-05-2001,MA,Intern,Female,12265,Other,Single,Fully Meets,4
3741,2023-02-27,2023-03-28,Production Technician II,Brittany Marshall,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Board industry once tough investment age.,Production       ,Field Operations,14-09-1948,MA,Engineer,Female,47025,Hispanic,Widowed,Fully Meets,1
3742,2021-09-22,2023-05-15,Production Technician II,Ryan Anderson,PYZ,Active,Contract,Zone A,Temporary,Resignation,Wait small thing staff.,Production       ,Field Operations,12/9/1981,MA,Manager,Female,81011,Asian,Married,Fully Meets,2
3743,2020-05-30,,Production Technician I,Stephanie Valdez,WBL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,General - Con,13-09-1950,MA,Locator,Male,13394,Black,Married,Fully Meets,2
3744,2020-09-11,,Production Technician I,Christopher Garcia,NEL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,22-12-1964,MA,Lineman,Female,50967,Asian,Widowed,Fully Meets,5
3745,2019-05-31,2020-10-06,Production Technician I,Sarah Cross,PL,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,So give cause soldier.,Production       ,General - Con,20-07-1978,MA,Technician,Male,8286,Asian,Single,Fully Meets,4
3746,2020-07-13,,Production Technician I,Judy Lambert,BPC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),21-08-1969,MA,Mechanic,Male,68039,Black,Widowed,Fully Meets,3
3747,2021-09-09,2023-02-10,Production Technician I,Chelsea Bright,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Soon glass reveal Republican could.,Production       ,Technology / It,17-02-1944,MA,Technician,Male,56563,Black,Widowed,Fully Meets,2
3748,2019-04-06,,Production Technician I,Shawn Mckay,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,20-08-1969,MA,Laborer,Male,96739,Other,Married,Fully Meets,1
3749,2021-02-16,,Production Technician I,Samantha Pugh,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Project Management - Eng,2/5/1985,MA,Planner,Female,27488,Other,Married,Fully Meets,4
3750,2020-02-17,,Production Technician I,Sheryl Curtis,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Engineers,16-02-1955,MA,Engineer,Male,49299,Black,Single,Fully Meets,1
3751,2021-10-15,,Production Technician I,Eric Knight,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Aerial,24-12-1972,MA,Model Assistant,Male,32547,Other,Single,Fully Meets,3
3752,2022-07-06,,Production Technician I,Morgan Ross,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Engineers,12/10/1954,MA,Engineer,Male,11664,White,Divorced,Fully Meets,2
3753,2019-03-05,2020-12-10,Production Technician I,Laura Mcpherson,WBL,Active,Part-Time,Zone B,Part-Time,Involuntary,Truth resource more week hope generation.,Production       ,Project Management - Eng,29-09-1959,MA,Planner,Male,37926,White,Single,Fully Meets,4
3754,2020-06-02,2022-01-25,Production Technician I,Sarah Morgan,NEL,Active,Full-Time,Zone C,Full-Time,Voluntary,Stage necessary although they.,Production       ,Project Management - Con,31-05-1978,MA,Engineer,Male,76770,Black,Married,Fully Meets,1
3755,2020-11-26,2023-02-17,Production Technician I,Emily Church,PL,Future Start,Full-Time,Zone C,Full-Time,Resignation,Scientist heart others employee church century.,Production       ,Executive,21-04-2001,MA,Manager,Female,72484,Black,Married,Fully Meets,4
3756,2021-05-24,,Production Technician I,Melissa Hernandez,BPC,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,1/6/1944,MA,Driller,Female,13669,Hispanic,Married,Fully Meets,3
3757,2022-10-17,2023-03-26,Production Technician I,Debra Yang,CCDR,Future Start,Full-Time,Zone B,Part-Time,Involuntary,Marriage sound myself others well morning wrong.,Production       ,Aerial,28-10-1993,MA,Lineman,Male,7481,Asian,Single,Fully Meets,2
3758,2022-11-16,2023-06-24,Production Technician I,Alejandro Palmer,SVG,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Lawyer miss meet across agent.,Production       ,Engineers,20-12-1946,MA,Engineer,Male,76897,Other,Divorced,Fully Meets,3
3759,2022-05-01,2022-09-25,Production Technician I,Emily Pugh,EW,Active,Contract,Zone B,Full-Time,Retirement,Authority different including gun production.,Production       ,Yard (Material Handling),21-10-1958,MA,Laborer,Male,47326,Black,Married,Fully Meets,1
3760,2021-08-24,,Production Technician I,Sherry Morris,MSC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,12/2/1960,MA,Technician,Male,20814,Other,Widowed,Fully Meets,3
3761,2023-06-22,2023-07-10,Production Technician II,Melissa Conrad,CCDR,Active,Contract,Zone A,Full-Time,Involuntary,Item born upon blue.,Production       ,General - Sga,23-11-1987,MA,Assistant,Female,75880,Black,Married,Fully Meets,1
3762,2020-07-18,,Production Technician II,Lauren Villarreal,SVG,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Engineers,11/5/1949,MA,Engineer,Female,65366,Black,Divorced,Fully Meets,2
3763,2023-01-12,2023-02-06,Production Technician II,Randall Williams,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,They four last represent spend bit.,Production       ,Finance & Accounting,25-06-1950,MA,Clerk,Female,40231,White,Widowed,Fully Meets,3
3764,2022-02-16,,Production Technician II,Tiffany Stone,MSC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Sga,13-12-1995,MA,Manager,Female,41487,Black,Single,Fully Meets,3
3765,2022-09-02,,Production Technician II,Eric Smith,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Yard (Material Handling),30-06-1969,MA,Runner,Female,36904,Hispanic,Widowed,Fully Meets,3
3766,2019-02-02,2023-02-03,Production Technician II,Taylor Morris,PYZ,Active,Part-Time,Zone A,Part-Time,Resignation,Common no sure wonder up although.,Production       ,Yard (Material Handling),10/3/1943,MA,Manager,Female,10110,Black,Widowed,Fully Meets,3
3767,2021-08-26,2022-09-05,Production Technician I,Zachary Nelson,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,Actually on Democrat down live base should.,Production       ,General - Con,7/3/1993,MA,Laborer,Female,46087,Black,Divorced,Fully Meets,2
3768,2020-12-31,,Production Technician I,David Garcia,SVG,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Catv,30-05-1991,MA,Foreman,Female,37838,Black,Divorced,Fully Meets,4
3769,2020-12-12,,Production Technician I,Laura Chavez,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,21-11-1952,MA,Engineer,Male,15968,Asian,Married,Fully Meets,3
3770,2022-01-13,2023-04-11,Production Technician I,Rachel Jones,PL,Voluntarily Terminated,Contract,Zone B,Temporary,Involuntary,Land physical tax.,Production       ,Aerial,26-01-1995,MA,Lineman,Male,21100,Asian,Married,Fully Meets,3
3771,2021-01-24,2023-05-07,Production Technician I,Kathryn Jones,NEL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Catch issue water night recognize mention.,Production       ,General - Con,20-09-1981,MA,Foreman,Male,65845,Asian,Married,Fully Meets,3
3772,2022-02-08,2022-07-22,Production Technician I,Mrs. Rachel Henry,MSC,Active,Full-Time,Zone A,Temporary,Retirement,Side most force better region operation language.,Production       ,Engineers,5/2/1966,MA,Engineer,Female,58535,Asian,Divorced,Fully Meets,3
3773,2020-10-11,2022-02-26,Production Technician I,Laura Hernandez,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Retirement,Building possible too process do.,Production       ,Engineers,16-05-1972,MA,Engineer,Female,3994,Hispanic,Divorced,Fully Meets,3
3774,2019-06-20,2021-10-13,Production Technician I,Justin Stanley,CCDR,Active,Part-Time,Zone B,Full-Time,Involuntary,Success realize political move adult new.,Production       ,Engineers,6/4/1998,MA,Engineer,Male,32544,Black,Single,Fully Meets,3
3775,2021-07-13,2022-11-26,Production Technician I,Amy Ross,BPC,Active,Contract,Zone B,Part-Time,Resignation,Agency picture enjoy pattern since and piece.,Production       ,Field Operations,15-10-1980,MA,Laborer,Male,36153,Other,Widowed,Fully Meets,3
3776,2021-10-14,2021-10-30,Production Technician I,Benjamin Yates,WBL,Active,Contract,Zone A,Full-Time,Resignation,Goal someone serious myself way probably.,Production       ,General - Eng,28-04-1980,MA,Administrative,Male,34262,Black,Married,Fully Meets,3
3777,2021-11-09,,Production Technician I,Penny Estrada,TNS,Active,Contract,Zone C,Temporary,Unk,,Production       ,Aerial,21-03-1966,MA,Lineman,Male,12906,Black,Single,Fully Meets,3
3778,2023-04-02,2023-07-27,Production Technician I,Frank Freeman,SVG,Active,Full-Time,Zone A,Full-Time,Involuntary,Similar computer less four.,Production       ,Wireline Construction,9/2/1992,MA,Groundman,Male,30753,Other,Married,Fully Meets,3
3779,2022-10-19,2023-05-03,Production Technician I,Regina Bryant MD,PYZ,Future Start,Part-Time,Zone B,Temporary,Voluntary,About allow court us.,Production       ,Shop (Fleet),28-04-1963,MA,Technician,Female,60533,Other,Divorced,Fully Meets,3
3780,2020-05-09,2021-09-14,Production Technician I,Samantha Roberts,PL,Future Start,Part-Time,Zone C,Part-Time,Retirement,Everything look could economy PM fast.,Production       ,General - Con,16-11-1945,MA,Technician,Female,36882,Black,Widowed,Fully Meets,3
3781,2019-08-18,2022-05-05,Production Technician I,Daniel Peterson,NEL,Future Start,Contract,Zone B,Full-Time,Involuntary,Hot stay response fly himself accept.,Production       ,General - Con,23-01-1960,MA,Laborer,Male,62493,Black,Single,Fully Meets,3
3782,2019-03-09,2020-05-02,Production Technician I,Dr. Matthew Harrell,MSC,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Blood people direction all item.,Production       ,Field Operations,25-09-1984,MA,Driver,Male,92706,Asian,Widowed,Fully Meets,3
3783,2020-05-09,,Production Technician I,Jared Whitehead,EW,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Fielders,11/4/1962,MA,Engineer,Male,7773,Asian,Divorced,Fully Meets,3
3784,2022-08-14,,Production Technician I,William Price,CCDR,Active,Contract,Zone A,Temporary,Unk,,Production       ,Splicing,14-03-1998,MA,Supervisor,Female,55514,White,Single,Fully Meets,3
3785,2022-01-18,,Production Technician II,Sheri Jackson,PL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Project Management - Con,20-10-1977,MA,Director,Female,13406,Black,Divorced,Fully Meets,3
3786,2021-06-22,2022-07-26,Production Technician II,Paul Richards,PYZ,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Resignation,Cost high must body defense population.,Production       ,Field Operations,10/6/1962,MA,Technician,Female,65379,Black,Divorced,Fully Meets,3
3787,2023-01-19,2023-06-20,Production Technician II,Alexis Gutierrez,SVG,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Peace anything sign third.,Production       ,General - Sga,29-08-1972,MA,Supervisor,Female,69445,White,Widowed,Fully Meets,3
3788,2023-05-17,2023-06-13,Production Technician II,Michael Mcclure,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Involuntary,In read day your stay she.,Production       ,Field Operations,6/9/1976,MA,Foreman,Female,32440,Black,Married,Fully Meets,3
3789,2020-06-07,,Production Technician II,Randall Frey,WBL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,25-05-1977,MA,Foreman,Female,30804,Other,Widowed,Fully Meets,3
3790,2023-07-07,2023-07-11,Production Technician II,Matthew Le,PYZ,Active,Full-Time,Zone A,Temporary,Resignation,Simply Mrs moment seven feel time.,Production       ,Yard (Material Handling),11/12/1962,MA,Laborer,Female,17247,Hispanic,Single,Fully Meets,3
3791,2020-03-28,,Production Technician I,Ashley Petty,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Finance & Accounting,2/2/1978,MA,Administration,Female,32417,Asian,Divorced,Fully Meets,3
3792,2019-05-23,2022-05-10,Production Technician I,Angela Shaffer,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,Analysis listen here fight.,Production       ,Engineers,8/6/1998,MA,Engineer,Male,50738,White,Married,Fully Meets,3
3793,2019-04-20,,Production Technician I,Steven Walton,PL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,15-01-1952,MA,Manager,Male,34278,Asian,Married,Fully Meets,3
3794,2018-09-09,,Production Technician I,Abigail Robinson,BPC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,20-01-1996,MA,Foreman,Male,40836,Asian,Widowed,Fully Meets,5
3795,2022-07-14,,Production Technician I,Brandi Howell,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Sga,1/8/1989,MA,Manager,Male,59081,White,Divorced,Exceeds,3
3796,2019-04-17,2021-12-02,Production Technician I,Connie Blackburn,SVG,Active,Contract,Zone A,Part-Time,Resignation,Better above culture throughout life me.,Production       ,General - Con,27-08-1964,MA,Laborer,Female,82019,Hispanic,Married,Exceeds,3
3797,2020-05-15,,Production Technician I,Connie Martinez,EW,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Catv,26-06-1975,MA,Splicer,Female,32969,Black,Married,Fully Meets,3
3798,2020-04-04,2023-07-04,Production Technician I,Cheryl Martinez,MSC,Active,Full-Time,Zone C,Full-Time,Voluntary,Town impact science learn break talk.,Production       ,General - Con,21-12-1961,MA,Lineman,Male,36648,Other,Widowed,Fully Meets,3
3799,2022-10-15,,Production Technician I,Ryan Carlson,TNS,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Executive,24-11-1964,MA,Director,Male,95984,Hispanic,Single,Exceeds,3
3800,2019-07-11,,Production Technician I,Jamie Henderson,PYZ,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Sga,9/12/1950,MA,Administrator,Male,31864,Other,Married,Fully Meets,3
3801,2019-10-02,,Production Technician I,Jamie Stark,WBL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Field Operations,18-01-1948,MA,Laborer,Female,54738,Hispanic,Single,Fully Meets,3
3802,2021-03-04,,Production Technician I,Michael Andrade,NEL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,28-03-1947,MA,Project Manager,Male,65896,White,Divorced,Fully Meets,3
3803,2021-02-10,2022-01-01,Production Technician I,Jason Haley,PL,Future Start,Contract,Zone B,Full-Time,Resignation,Cup arm drug place level table staff.,Production       ,Field Operations,12/5/1985,MA,Tower Hand,Female,35618,Black,Single,Fully Meets,3
3804,2019-05-15,,Production Technician I,Virginia Short,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,26-09-1978,MA,Lineman,Female,17561,Hispanic,Single,Fully Meets,3
3805,2022-04-28,,Production Technician I,Heather Bell,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,23-04-1982,MA,Mechanic,Male,13779,Other,Divorced,Fully Meets,3
3806,2021-09-23,2023-07-01,Production Technician I,Maria Obrien,SVG,Active,Contract,Zone C,Temporary,Resignation,Everybody list to. Green best stock yes happen.,Production       ,Field Operations,1/9/1974,MA,Groundman,Male,31026,Other,Married,Fully Meets,3
3807,2021-09-15,2021-11-10,Production Technician I,George Doyle,EW,Active,Contract,Zone C,Temporary,Resignation,Family identify bar modern. Yeah article rest.,Production       ,Project Management - Con,16-05-1964,MA,Manager,Male,84074,Asian,Single,Fully Meets,3
3808,2019-04-27,2020-03-20,IT Support,Jason Miller,PYZ,Active,Contract,Zone B,Full-Time,Resignation,Address control day. Election safe free capital.,IT/IS,General - Sga,16-01-1948,MA,Administrator,Female,2472,White,Widowed,Fully Meets,3
3809,2019-10-06,2020-08-23,Network Engineer,Raymond Bird,TNS,Active,Part-Time,Zone B,Part-Time,Resignation,Somebody arm memory pull word.,IT/IS,Field Operations,20-01-2001,MA,Foreman,Male,2343,Hispanic,Single,Fully Meets,3
3810,2020-02-16,,Sr. Network Engineer,Thomas Wilson,PL,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,General - Sga,10/10/1959,CT,Administrator,Female,6033,Black,Single,Fully Meets,3
3811,2022-05-14,2022-10-21,Sr. Network Engineer,Robin Wilson,PL,Active,Part-Time,Zone B,Temporary,Involuntary,Back prove second tax air.,IT/IS,Fielders,11/3/1958,CT,Engineer,Male,6278,Hispanic,Widowed,Fully Meets,3
3812,2019-02-13,2020-08-06,Sr. Network Engineer,Julie Lewis,BPC,Active,Contract,Zone B,Full-Time,Resignation,Center west table security.,IT/IS,General - Eng,24-05-1985,MA,Administrative,Female,2453,Hispanic,Single,Fully Meets,3
3813,2022-08-24,,IT Support,Joseph Mathews,SVG,Active,Part-Time,Zone A,Part-Time,Unk,,IT/IS,Engineers,25-02-1955,MA,Engineer,Male,1886,Hispanic,Widowed,Fully Meets,3
3814,2019-01-07,2020-09-05,Sr. Network Engineer,Karen Crawford,EW,Leave of Absence,Part-Time,Zone C,Full-Time,Retirement,Short quality fall name get science throughout.,IT/IS,Engineers,17-04-1955,MA,Coordinator,Male,2169,Black,Widowed,Fully Meets,3
3815,2021-03-26,,Network Engineer,Mary Mcmillan,SVG,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Project Management - Con,26-05-1984,MA,Coordinator,Male,1420,White,Divorced,Fully Meets,3
3816,2021-05-01,,IT Support,Kyle Adams,WBL,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Field Operations,10/8/1956,MA,Technician,Male,2135,Hispanic,Single,Fully Meets,3
3817,2021-10-10,2023-01-21,IT Support,Jamie Baker,CCDR,Active,Part-Time,Zone A,Full-Time,Resignation,Firm national vote result.,IT/IS,General - Con,1/1/1978,MA,Technician,Female,2119,Black,Single,Needs Improvement,3
3818,2020-01-02,2022-04-03,Network Engineer,Daniel White,CCDR,Active,Part-Time,Zone A,Part-Time,Voluntary,Car book street pull try brother.,IT/IS,Wireless,15-06-1950,MA,Technician,Male,2138,Asian,Single,Fully Meets,3
3819,2020-01-20,,Network Engineer,William Johnson,MSC,Active,Full-Time,Zone B,Part-Time,Unk,,IT/IS,Aerial,26-11-1957,MA,Foreman,Female,2048,Asian,Single,Fully Meets,3
3820,2018-08-11,2021-05-21,Network Engineer,George Tran,EW,Active,Contract,Zone C,Full-Time,Voluntary,Pattern son memory power citizen personal unit.,IT/IS,General - Con,29-09-1976,MA,Foreman,Female,1773,Other,Divorced,Fully Meets,3
3821,2021-12-18,,Sr. Network Engineer,Jonathan Knight,TNS,Active,Contract,Zone A,Temporary,Unk,,IT/IS,Field Operations,3/4/1981,MA,Manager,Male,1545,White,Single,Fully Meets,3
3822,2019-09-24,2022-04-04,Network Engineer,Calvin Williamson,WBL,Active,Full-Time,Zone B,Part-Time,Retirement,Nice sit hotel doctor.,Executive Office,General - Con,18-09-1975,MA,Technician,Male,56727,Hispanic,Divorced,Fully Meets,3
3823,2022-10-17,2023-06-26,Network Engineer,David Rodriguez,TNS,Active,Full-Time,Zone A,Temporary,Involuntary,Word once speech mind.,Executive Office,Shop (Fleet),24-08-1987,MA,Supervisor,Male,12469,White,Single,Needs Improvement,3
3824,2020-01-07,,IT Support,Carolyn Richards,SVG,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,General - Sga,21-11-1948,MA,Administrator,Male,83312,Black,Single,Fully Meets,3
3825,2022-11-05,,IT Support,Karen York,PYZ,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Field Operations,23-05-1998,MA,Tower Hand,Male,97413,Black,Married,Fully Meets,3
3826,2023-04-26,2023-06-03,IT Support,Jessica Hernandez,PL,Active,Part-Time,Zone B,Full-Time,Resignation,Part officer father last trouble field.,IT/IS,Field Operations,11/4/2001,MA,Laborer,Male,21759,Asian,Divorced,Fully Meets,3
3827,2019-05-29,,IT Support,Dana Ballard,NEL,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,General - Eng,24-09-1992,MA,Engineer,Male,79707,Asian,Widowed,Fully Meets,3
3828,2019-09-12,,Sr. Network Engineer,Charles Duncan,PL,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,Aerial,28-10-1990,MA,Lineman,Male,84152,Black,Divorced,Fully Meets,3
3829,2019-01-27,2021-02-26,Sr. Network Engineer,Jesse Newman,BPC,Active,Part-Time,Zone C,Full-Time,Resignation,Suffer rock nothing happen strong major spend.,IT/IS,Project Management - Con,12/3/1956,MA,Manager,Male,55408,Other,Married,Exceeds,3
3830,2019-08-20,,Principal Data Architect,David Zavala,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,30-05-1947,CT,Tower Hand,Male,89892,White,Widowed,PIP,3
3831,2018-09-14,,Enterprise Architect,John Holt,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Field Operations,7/3/1950,CT,Laborer,Female,16260,Hispanic,Divorced,Needs Improvement,3
3832,2021-08-02,2022-09-29,Sr. DBA,Melinda Mcintyre,EW,Leave of Absence,Full-Time,Zone B,Part-Time,Resignation,Lead throw others.,IT/IS,Project Management - Eng,7/9/1964,MA,Planner,Female,96097,Hispanic,Widowed,PIP,3
3833,2022-01-26,2022-11-02,Network Engineer,Melissa Baker,PYZ,Active,Full-Time,Zone A,Part-Time,Retirement,Partner discover size agency alone.,Executive Office,Field Operations,12/5/1953,MA,Top Hand,Male,21738,Asian,Single,PIP,3
3834,2019-05-10,2021-08-05,Network Engineer,Gregory Coleman,WBL,Active,Contract,Zone C,Part-Time,Involuntary,Participant candidate wonder growth agree.,Executive Office,Field Operations,11/7/1961,MA,Technician,Male,40039,Hispanic,Married,Fully Meets,3
3835,2019-01-02,2022-12-06,IT Support,Paul Smith,NEL,Active,Part-Time,Zone B,Part-Time,Resignation,Try crime reach magazine their grow feeling.,IT/IS,Yard (Material Handling),11/10/1993,MA,Associate,Male,45952,Hispanic,Divorced,Fully Meets,3
3836,2021-08-13,,IT Support,Heather Farmer,PL,Active,Contract,Zone A,Temporary,Unk,,IT/IS,General - Con,12/1/1946,MA,Technician,Male,9738,Black,Single,Fully Meets,3
3837,2022-10-02,2022-11-13,IT Support,Thomas Weaver,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,Often my different just.,IT/IS,Finance & Accounting,27-08-1956,MA,Administrative,Male,72879,Other,Single,PIP,3
3838,2018-12-17,2021-04-21,IT Support,Duane Le,CCDR,Active,Part-Time,Zone A,Full-Time,Voluntary,Race state time lose.,IT/IS,Field Operations,14-08-1979,MA,Assistant,Female,28364,Asian,Single,PIP,3
3839,2021-10-11,,Sr. Network Engineer,Jason Morris DVM,PL,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,General - Con,27-09-2000,MA,Lineman,Male,94433,Hispanic,Divorced,PIP,3
3840,2023-04-01,2023-05-18,Sr. Network Engineer,Alex Lewis,BPC,Active,Part-Time,Zone B,Full-Time,Voluntary,Item type author pick set read style.,IT/IS,Field Operations,25-10-1969,MA,Foreman,Male,97654,Hispanic,Single,Fully Meets,3
3841,2021-03-20,,Principal Data Architect,Kevin Gross,CCDR,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Wireline Construction,17-06-1970,CT,Laborer,Male,78239,Asian,Single,Fully Meets,3
3842,2020-08-20,2021-08-11,Enterprise Architect,Clayton Robertson,SVG,Leave of Absence,Part-Time,Zone B,Part-Time,Involuntary,Visit lawyer interesting.,IT/IS,Aerial,19-07-1951,MA,Lineman,Female,40402,White,Divorced,Fully Meets,3
3843,2023-07-16,2023-07-30,Sr. DBA,Melissa Pineda,EW,Leave of Absence,Full-Time,Zone C,Full-Time,Resignation,Place field everyone yourself.,IT/IS,Engineers,7/2/1977,MA,Engineer,Female,21480,Asian,Single,Fully Meets,3
3844,2021-06-10,2022-08-18,Network Engineer,Melissa Torres,PYZ,Active,Part-Time,Zone C,Temporary,Voluntary,Church happen network dog kid thought.,Executive Office,General - Con,2/6/1961,MA,Laborer,Male,49677,White,Single,PIP,3
3845,2019-08-25,,Network Engineer,Jordan Caldwell,WBL,Active,Contract,Zone A,Full-Time,Unk,,Executive Office,Field Operations,10/8/1969,MA,Laborer,Male,69726,Hispanic,Single,PIP,3
3846,2020-05-04,2023-05-15,IT Support,Anthony Neal,NEL,Active,Contract,Zone C,Full-Time,Retirement,Fall often enjoy once house card something.,IT/IS,Wireline Construction,10/8/1975,MA,Driver,Male,44664,Asian,Single,Fully Meets,3
3847,2019-02-24,2020-06-11,IT Support,Gregory Rodriguez,PL,Active,Part-Time,Zone B,Temporary,Retirement,Indeed compare I since possible something.,IT/IS,Field Operations,6/9/1998,MA,Laborer,Male,53800,Hispanic,Single,Fully Meets,3
3848,2019-09-24,,IT Support,John Gordon,BPC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,18-08-1996,MA,Technician,Male,69459,Asian,Married,Fully Meets,3
3849,2021-02-13,,IT Support,Darryl Vargas,CCDR,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,General - Con,21-01-1979,MA,Foreman,Female,78801,White,Widowed,Fully Meets,3
